4.591600e+00 1.664400e+00
5.074500e+00 1.290400e+00
5.608200e+00 9.993900e-01
6.198000e+00 7.732000e-01
6.849900e+00 5.976100e-01
7.570300e+00 4.614500e-01
8.366500e+00 3.559900e-01
9.246400e+00 2.743900e-01
1.021900e+01 2.113100e-01
1.129400e+01 1.625900e-01
1.248100e+01 1.250100e-01
1.379400e+01 9.603700e-02
1.524500e+01 7.372500e-02
1.684800e+01 5.655500e-02
1.862000e+01 4.335300e-02
2.057800e+01 3.321000e-02
2.274300e+01 2.542200e-02
2.513400e+01 1.944900e-02
2.777800e+01 1.486900e-02
3.069900e+01 1.136000e-02
3.392800e+01 8.674300e-03
3.749600e+01 6.619200e-03
4.143900e+01 5.047900e-03
4.579800e+01 3.847200e-03
5.061400e+01 2.930300e-03
5.593800e+01 2.230500e-03
6.182100e+01 1.696700e-03
6.832200e+01 1.289700e-03
7.550800e+01 9.797000e-04
8.344900e+01 7.436200e-04
9.222500e+01 5.639700e-04
1.000000e+02 4.505187e-04
1.098541e+02 3.487260e-04
1.206793e+02 2.698440e-04
1.325711e+02 2.087381e-04
1.456348e+02 1.614190e-04
1.599859e+02 1.247886e-04
1.757511e+02 9.644190e-05
1.930698e+02 7.451268e-05
2.120951e+02 5.755343e-05
2.329952e+02 4.444182e-05
2.559548e+02 3.430795e-05
2.811769e+02 2.647784e-05
3.088844e+02 2.042952e-05
3.393222e+02 1.575882e-05
3.727594e+02 1.215296e-05
4.094915e+02 9.369900e-06
4.498433e+02 7.222461e-06
4.941713e+02 5.565893e-06
5.428675e+02 4.288308e-06
5.963623e+02 3.303244e-06
6.551286e+02 2.543905e-06
7.196857e+02 1.958703e-06
7.906043e+02 1.507807e-06
8.685114e+02 1.160471e-06
9.540955e+02 8.929675e-07
1.048113e+03 6.869920e-07
1.151395e+03 5.284260e-07
1.264855e+03 4.063821e-07
1.389495e+03 3.124673e-07
1.526418e+03 2.402125e-07
1.676833e+03 1.846329e-07
1.842070e+03 1.418884e-07
2.023590e+03 1.090209e-07
2.222996e+03 8.375286e-08
2.442053e+03 6.433059e-08
2.682696e+03 4.940431e-08
2.947052e+03 3.793523e-08
3.237458e+03 2.912410e-08
3.556480e+03 2.235607e-08
3.906940e+03 1.715823e-08
4.291934e+03 1.316694e-08
4.714866e+03 1.010262e-08
5.179475e+03 7.750330e-09
5.689866e+03 5.944908e-09
6.250552e+03 4.559421e-09
6.866488e+03 3.496350e-09
7.543120e+03 2.680782e-09
8.286428e+03 2.055184e-09
9.102982e+03 1.575373e-09
1.000000e+04 1.207426e-09
